Kind,MimeType,Id,Name,ItemId,CaratWeightVersion,Center_Stone_Shape,MetalColor
drive#file,image/jpeg,1E1pHm_bWWaOJeBc_cHTr1Os8aYdOBLSs,MRCRD2354Q_28__W.jpg,MRCRD2354Q,28,,W.jpg
drive#file,image/jpeg,1EBCuPMAjVh4k6b9YoPgSmmL_wMqKNmIZ,MRCRD2353Q_22__W.jpg,MRCRD2353Q,22,,W.jpg
drive#file,image/jpeg,1DI7wDKv1TqvlaiQf8DEAxS48Y8h4Mm6b,MRCRD2351Q_55__W.jpg,MRCRD2351Q,55,,W.jpg
drive#file,image/jpeg,1DMKePYbNXL2SrIIzbg2gHT-eHlV9-fgX,MRCRD2350Q_58__W.jpg,MRCRD2350Q,58,,W.jpg
drive#file,image/jpeg,1DMWpgkA5WpcTI-yLh2RCOb5akZM3MdBp,MRCRD2349Q_57__W.jpg,MRCRD2349Q,57,,W.jpg
drive#file,image/jpeg,1DcR6N5xamHPrrUjXtSKCEBnpJMeJIcvp,MRCRD2347_25__W.jpg,MRCRD2347,25,,W.jpg
drive#file,image/jpeg,1ChzDYLPWdr2KyRfguNnxHdGtQAuiJAec,MRCRD2345Q_57__W.jpg,MRCRD2345Q,57,,W.jpg
drive#file,image/jpeg,1CjdMbaENGV5GfvUoTIMbXDXzBELfoC6v,MRCRD2343Q_25__W.jpg,MRCRD2343Q,25,,W.jpg
drive#file,image/jpeg,1CyUKo2p9b8QVQVB015FSUXklmZ5BenDx,MRCRD2337Q_41__W.jpg,MRCRD2337Q,41,,W.jpg
drive#file,image/jpeg,1D0VUkBKyPSHEDXUXg25kwK8gF66taDVV,MRCRD2336Q_41__W.jpg,MRCRD2336Q,41,,W.jpg
drive#file,image/jpeg,1DF6IqRydPljbBiEA8ScNdMQ4VSONyhpl,MRCRD2335Q_41__W.jpg,MRCRD2335Q,41,,W.jpg
drive#file,image/jpeg,1BwJR_dG02_e2eD7pOoiLWLR5lCNvxRQV,MRCRD2334Q_41__W.jpg,MRCRD2334Q,41,,W.jpg
drive#file,image/jpeg,1C-8qw-b2G1ufibv2S3hPUJIZ4y-vYk3o,MRCRD2333Q_49__W.jpg,MRCRD2333Q,49,,W.jpg
drive#file,image/jpeg,1C-VRVE4VFjRc0itj4kFgpaqozOKNbWGM,MRCRD2332Q_36__W.jpg,MRCRD2332Q,36,,W.jpg
drive#file,image/jpeg,1DVlhb36wJ5i6nqJwUhj4QG2QPHtgJlQT,MRCRD2348Q_160__W.jpg,MRCRD2348Q,160,,W.jpg
drive#file,image/jpeg,1CC9lEBp2tQUKR48lIZw-Wba_zJ5JcLNt,MRCRA2742_34__W.jpg,MRCRA2742,34,,W.jpg
drive#file,image/jpeg,1CG1TLXNJLDEOknovETHgvrm133_JSn_V,MRCPS2845_27__W.jpg,MRCPS2845,27,,W.jpg
drive#file,image/jpeg,169NymfPBn8uQl7rXsdDrILj-fVpM5Ebi,MRCEC2616_PL__W.jpg,MRCEC2616,PL,,W.jpg
drive#file,image/jpeg,16FaH2iLVnzKV6QCWWDz57uODGD1y5o3Z,MRCEC2544_11__W.jpg,MRCEC2544,11,,W.jpg
drive#file,image/jpeg,16bq3uhzqmNy1pwxJyCgPCnqCStNLaLm7,MRCEC2523_27__W.jpg,MRCEC2523,27,,W.jpg
drive#file,image/jpeg,15MZIsqSSI6_6z73XrFUHTje5Re-GSJE6,MRCEC2397Q_60__W.jpg,MRCEC2397Q,60,,W.jpg
